row.id,Scoring,Start,Start_Frame,Stop,Stop_Frame,duration,Subject,Behaviour,Value,trial
462,goggle_MaP_Dunni_2021-11-25 15-16-11,918.7166667,55123,919.2,55152,0.483333333,Dunni,Looking target,Duration looking opaque,4
463,goggle_MaP_Dunni_2021-11-25 15-16-11,919.8166667,55189,,,,Dunni,First target choice,First choice opaque,4
464,goggle_MaP_Dunni_2021-11-25 15-16-11,937.35,56241,,,,Dunni,Inspection behind screen,Inspection behind opaque,4
465,goggle_MaP_Joseph_2021-11-29 10-22-58,754.7166667,45283,757.1166667,45427,2.4,Joseph,Manipulation check ,Manipulation check transparent,
466,goggle_MaP_Joseph_2021-11-29 10-22-58,759.8,45588,776.1833333,46571,16.38333333,Joseph,Manipulation check ,Manipulation check transparent,
467,goggle_MaP_Joseph_2021-11-29 10-22-58,777.8666667,46672,778.9666667,46738,1.1,Joseph,Manipulation check ,Manipulation check transparent,
468,goggle_MaP_Joseph_2021-11-29 10-22-58,785.75,47145,828.5666667,49714,42.81666667,Joseph,Manipulation check ,Manipulation check transparent,
469,goggle_MaP_Joseph_2021-11-29 10-22-58,900.1333333,54008,944.9833333,56699,44.85,Joseph,Trial ,1,1
470,goggle_MaP_Joseph_2021-11-29 10-22-58,900.1833333,54011,,,,Joseph,First look,First look transparent,1
471,goggle_MaP_Joseph_2021-11-29 10-22-58,900.1833333,54011,900.5833333,54035,0.4,Joseph,Looking target,Duration looking transparent,1
472,goggle_MaP_Joseph_2021-11-29 10-22-58,904.55,54273,905.2,54312,0.65,Joseph,Looking target,Duration looking opaque,1
473,goggle_MaP_Joseph_2021-11-29 10-22-58,905.4333333,54326,906.75,54405,1.316666667,Joseph,Looking target,Duration looking transparent,1
474,goggle_MaP_Joseph_2021-11-29 10-22-58,907.9833333,54479,908.4666667,54508,0.483333333,Joseph,Looking target,Duration looking opaque,1
475,goggle_MaP_Joseph_2021-11-29 10-22-58,908.8166667,54529,911.5833333,54695,2.766666667,Joseph,Looking target,Duration looking transparent,1
476,goggle_MaP_Joseph_2021-11-29 10-22-58,912.15,54729,914.8833333,54893,2.733333333,Joseph,Looking target,Duration looking opaque,1
477,goggle_MaP_Joseph_2021-11-29 10-22-58,915.2,54912,915.7666667,54946,0.566666667,Joseph,Looking target,Duration looking opaque,1
478,goggle_MaP_Joseph_2021-11-29 10-22-58,916.6833333,55001,,,,Joseph,First target choice,First choice opaque,1
479,goggle_MaP_Joseph_2021-11-29 10-22-58,931.6,55896,,,,Joseph,Inspection behind screen,Inspection behind opaque,1
480,goggle_MaP_Joseph_2021-11-29 10-22-58,1005.066667,60304,1048.983333,62939,43.91666667,Joseph,Trial ,2,2
481,goggle_MaP_Joseph_2021-11-29 10-22-58,1006.783333,60407,,,,Joseph,First look,First look opaque,2
482,goggle_MaP_Joseph_2021-11-29 10-22-58,1006.783333,60407,1007.416667,60445,0.633333333,Joseph,Looking target,Duration looking opaque,2
483,goggle_MaP_Joseph_2021-11-29 10-22-58,1007.7,60462,1008.433333,60506,0.733333333,Joseph,Looking target,Duration looking transparent,2
484,goggle_MaP_Joseph_2021-11-29 10-22-58,1009.633333,60578,1010.566667,60634,0.933333333,Joseph,Looking target,Duration looking opaque,2
485,goggle_MaP_Joseph_2021-11-29 10-22-58,1011.366667,60682,1012.866667,60772,1.5,Joseph,Looking target,Duration looking opaque,2
486,goggle_MaP_Joseph_2021-11-29 10-22-58,1013.466667,60808,1016.066667,60964,2.6,Joseph,Looking target,Duration looking transparent,2
487,goggle_MaP_Joseph_2021-11-29 10-22-58,1016.283333,60977,1016.983333,61019,0.7,Joseph,Looking target,Duration looking opaque,2
488,goggle_MaP_Joseph_2021-11-29 10-22-58,1018.466667,61108,1020.4,61224,1.933333333,Joseph,Looking target,Duration looking opaque,2
489,goggle_MaP_Joseph_2021-11-29 10-22-58,1021.566667,61294,,,,Joseph,First target choice,First choice opaque,2
490,goggle_MaP_Joseph_2021-11-29 10-22-58,1032.016667,61921,,,,Joseph,Inspection behind screen,Inspection behind opaque,2
491,goggle_MaP_Joseph_2021-11-29 10-22-58,1122.783333,67367,1172.766667,70366,49.98333333,Joseph,Trial ,3,3
492,goggle_MaP_Joseph_2021-11-29 10-22-58,1123.116667,67387,,,,Joseph,First look,First look transparent,3
493,goggle_MaP_Joseph_2021-11-29 10-22-58,1123.116667,67387,1124.783333,67487,1.666666667,Joseph,Looking target,Duration looking transparent,3
494,goggle_MaP_Joseph_2021-11-29 10-22-58,1127.933333,67676,1128.6,67716,0.666666667,Joseph,Looking target,Duration looking transparent,3
495,goggle_MaP_Joseph_2021-11-29 10-22-58,1131.85,67911,1132.866667,67972,1.016666667,Joseph,Looking target,Duration looking transparent,3
496,goggle_MaP_Joseph_2021-11-29 10-22-58,1133.1,67986,1135.533333,68132,2.433333333,Joseph,Looking target,Duration looking opaque,3
497,goggle_MaP_Joseph_2021-11-29 10-22-58,1136.6,68196,1137.033333,68222,0.433333333,Joseph,Looking target,Duration looking transparent,3
498,goggle_MaP_Joseph_2021-11-29 10-22-58,1140.633333,68438,,,,Joseph,First target choice,First choice opaque,3
499,goggle_MaP_Joseph_2021-11-29 10-22-58,1256.416667,75385,1302.383333,78143,45.96666667,Joseph,Trial ,4,4
500,goggle_MaP_Joseph_2021-11-29 10-22-58,1261.666667,75700,,,,Joseph,First look,First look opaque,4
501,goggle_MaP_Joseph_2021-11-29 10-22-58,1261.666667,75700,1269.183333,76151,7.516666667,Joseph,Looking target,Duration looking opaque,4
502,goggle_MaP_Joseph_2021-11-29 10-22-58,1271.533333,76292,1271.833333,76310,0.3,Joseph,Looking target,Duration looking transparent,4
503,goggle_MaP_Joseph_2021-11-29 10-22-58,1274.433333,76466,,,,Joseph,First target choice,First choice opaque,4
504,goggle_MaP_Jasper_2021-11-24 15-32-19,488.1,29286,491.3,29478,3.2,Jasper,Manipulation check ,Manipulation check opaque,
505,goggle_MaP_Jasper_2021-11-24 15-32-19,498.1666667,29890,504.6,30276,6.433333333,Jasper,Manipulation check ,Manipulation check transparent,
506,goggle_MaP_Jasper_2021-11-24 15-32-19,514.0333333,30842,557.0833333,33425,43.05,Jasper,Manipulation check ,Manipulation check transparent,
507,goggle_MaP_Jasper_2021-11-24 15-32-19,569.9833333,34199,573.7,34422,3.716666667,Jasper,Manipulation check ,Manipulation check transparent,
508,goggle_MaP_Jasper_2021-11-24 15-32-19,647.0333333,38822,692.2166667,41533,45.18333333,Jasper,Trial ,1,1
509,goggle_MaP_Jasper_2021-11-24 15-32-19,649.05,38943,,,,Jasper,First look,First look opaque,1
510,goggle_MaP_Jasper_2021-11-24 15-32-19,649.05,38943,654.7333333,39284,5.683333333,Jasper,Looking target,Duration looking opaque,1
511,goggle_MaP_Jasper_2021-11-24 15-32-19,655.0666667,39304,658.65,39519,3.583333333,Jasper,Looking target,Duration looking transparent,1
512,goggle_MaP_Jasper_2021-11-24 15-32-19,662.6333333,39758,,,,Jasper,First target choice,First choice opaque,1
513,goggle_MaP_Jasper_2021-11-24 15-32-19,665.65,39939,,,,Jasper,Inspection behind screen,Inspection behind transparent,1
514,goggle_MaP_Jasper_2021-11-24 15-32-19,752.1333333,45128,796.2666667,47776,44.13333333,Jasper,Trial ,2,2
515,goggle_MaP_Jasper_2021-11-24 15-32-19,752.2833333,45137,,,,Jasper,First look,First look transparent,2
516,goggle_MaP_Jasper_2021-11-24 15-32-19,752.2833333,45137,752.8166667,45169,0.533333333,Jasper,Looking target,Duration looking transparent,2
517,goggle_MaP_Jasper_2021-11-24 15-32-19,763.8333333,45830,765.1166667,45907,1.283333333,Jasper,Looking target,Duration looking opaque,2
518,goggle_MaP_Jasper_2021-11-24 15-32-19,766.4166667,45985,766.7333333,46004,0.316666667,Jasper,Looking target,Duration looking transparent,2
519,goggle_MaP_Jasper_2021-11-24 15-32-19,767.6666667,46060,,,,Jasper,First target choice,First choice transparent,2
520,goggle_MaP_Jasper_2021-11-24 15-32-19,773.9166667,46435,,,,Jasper,Inspection behind screen,Inspection behind transparent,2
521,goggle_MaP_Jasper_2021-11-24 15-32-19,841.2333333,50474,884.8,53088,43.56666667,Jasper,Trial ,3,3
522,goggle_MaP_Jasper_2021-11-24 15-32-19,841.85,50511,,,,Jasper,First look,First look opaque,3
523,goggle_MaP_Jasper_2021-11-24 15-32-19,841.85,50511,842.5166667,50551,0.666666667,Jasper,Looking target,Duration looking opaque,3
524,goggle_MaP_Jasper_2021-11-24 15-32-19,848.4166667,50905,850.7666667,51046,2.35,Jasper,Looking target,Duration looking opaque,3
525,goggle_MaP_Jasper_2021-11-24 15-32-19,855.4166667,51325,855.8166667,51349,0.4,Jasper,Looking target,Duration looking opaque,3
526,goggle_MaP_Jasper_2021-11-24 15-32-19,856.55,51393,,,,Jasper,First target choice,First choice opaque,3
527,goggle_MaP_Jasper_2021-11-24 15-32-19,862.2,51732,,,,Jasper,Inspection behind screen,Inspection behind transparent,3
528,goggle_MaP_Jasper_2021-11-24 15-32-19,931.3833333,55883,976,58560,44.61666667,Jasper,Trial ,4,4
529,goggle_MaP_Jasper_2021-11-24 15-32-19,943.1833333,56591,,,,Jasper,First look,First look transparent,4
530,goggle_MaP_Jasper_2021-11-24 15-32-19,943.1833333,56591,943.9666667,56638,0.783333333,Jasper,Looking target,Duration looking transparent,4
531,goggle_MaP_Jasper_2021-11-24 15-32-19,946.5833333,56795,,,,Jasper,First target choice,First choice opaque,4
532,goggle_MaP_Jasper_2021-11-24 15-32-19,960.7166667,57643,,,,Jasper,Inspection behind screen,Inspection behind transparent,4
533,goggle_MaP_Josephine_2021-11-29 09-55-59,470.0833333,28205,478.6333333,28718,8.55,Josephine,Manipulation check ,Manipulation check transparent,
534,goggle_MaP_Josephine_2021-11-29 09-55-59,541.05,32463,551.9166667,33115,10.86666667,Josephine,Manipulation check ,Manipulation check transparent,
535,goggle_MaP_Josephine_2021-11-29 09-55-59,652.5666667,39154,696.0833333,41765,43.51666667,Josephine,Trial ,1,1
536,goggle_MaP_Josephine_2021-11-29 09-55-59,656.8833333,39413,,,,Josephine,First look,First look opaque,1
537,goggle_MaP_Josephine_2021-11-29 09-55-59,656.8833333,39413,657.3166667,39439,0.433333333,Josephine,Looking target,Duration looking opaque,1
538,goggle_MaP_Josephine_2021-11-29 09-55-59,657.5333333,39452,658.3333333,39500,0.8,Josephine,Looking target,Duration looking transparent,1
539,goggle_MaP_Josephine_2021-11-29 09-55-59,658.7,39522,659.4333333,39566,0.733333333,Josephine,Looking target,Duration looking opaque,1
540,goggle_MaP_Josephine_2021-11-29 09-55-59,659.7333333,39584,661.0333333,39662,1.3,Josephine,Looking target,Duration looking transparent,1
541,goggle_MaP_Josephine_2021-11-29 09-55-59,661.5166667,39691,662.7833333,39767,1.266666667,Josephine,Looking target,Duration looking opaque,1
542,goggle_MaP_Josephine_2021-11-29 09-55-59,663.5833333,39815,663.8166667,39829,0.233333333,Josephine,Looking target,Duration looking transparent,1
543,goggle_MaP_Josephine_2021-11-29 09-55-59,666.9333333,40016,667.2833333,40037,0.35,Josephine,Looking target,Duration looking opaque,1
544,goggle_MaP_Josephine_2021-11-29 09-55-59,668.85,40131,,,,Josephine,First target choice,First choice opaque,1
545,goggle_MaP_Josephine_2021-11-29 09-55-59,759.8666667,45592,804.7333333,48284,44.86666667,Josephine,Trial ,2,2
546,goggle_MaP_Josephine_2021-11-29 09-55-59,762.2,45732,,,,Josephine,First look,First look opaque,2
547,goggle_MaP_Josephine_2021-11-29 09-55-59,762.2,45732,763.2833333,45797,1.083333333,Josephine,Looking target,Duration looking opaque,2
548,goggle_MaP_Josephine_2021-11-29 09-55-59,766.6833333,46001,768,46080,1.316666667,Josephine,Looking target,Duration looking transparent,2
549,goggle_MaP_Josephine_2021-11-29 09-55-59,768.3,46098,769.05,46143,0.75,Josephine,Looking target,Duration looking opaque,2
550,goggle_MaP_Josephine_2021-11-29 09-55-59,769.3166667,46159,771.3166667,46279,2,Josephine,Looking target,Duration looking transparent,2
551,goggle_MaP_Josephine_2021-11-29 09-55-59,774.1666667,46450,774.4,46464,0.233333333,Josephine,Looking target,Duration looking opaque,2
552,goggle_MaP_Josephine_2021-11-29 09-55-59,775.1333333,46508,,,,Josephine,First target choice,First choice opaque,2
553,goggle_MaP_Josephine_2021-11-29 09-55-59,855.5833333,51335,899.5666667,53974,43.98333333,Josephine,Trial ,3,3
554,goggle_MaP_Josephine_2021-11-29 09-55-59,857.65,51459,,,,Josephine,First look,First look transparent,3
555,goggle_MaP_Josephine_2021-11-29 09-55-59,857.65,51459,857.95,51477,0.3,Josephine,Looking target,Duration looking transparent,3
556,goggle_MaP_Josephine_2021-11-29 09-55-59,859.1833333,51551,860.8833333,51653,1.7,Josephine,Looking target,Duration looking opaque,3
557,goggle_MaP_Josephine_2021-11-29 09-55-59,861.35,51681,862.2166667,51733,0.866666667,Josephine,Looking target,Duration looking transparent,3
558,goggle_MaP_Josephine_2021-11-29 09-55-59,862.55,51753,862.8333333,51770,0.283333333,Josephine,Looking target,Duration looking opaque,3
559,goggle_MaP_Josephine_2021-11-29 09-55-59,863.3833333,51803,864.1333333,51848,0.75,Josephine,Looking target,Duration looking transparent,3
560,goggle_MaP_Josephine_2021-11-29 09-55-59,864.5333333,51872,865.0333333,51902,0.5,Josephine,Looking target,Duration looking opaque,3
561,goggle_MaP_Josephine_2021-11-29 09-55-59,865.8333333,51950,866.6666667,52000,0.833333333,Josephine,Looking target,Duration looking opaque,3
562,goggle_MaP_Josephine_2021-11-29 09-55-59,867.3833333,52043,867.7166667,52063,0.333333333,Josephine,Looking target,Duration looking opaque,3
563,goggle_MaP_Josephine_2021-11-29 09-55-59,869.55,52173,869.8833333,52193,0.333333333,Josephine,Looking target,Duration looking opaque,3
564,goggle_MaP_Josephine_2021-11-29 09-55-59,870.8666667,52252,,,,Josephine,First target choice,First choice opaque,3
565,goggle_MaP_Josephine_2021-11-29 09-55-59,951.85,57111,995.1833333,59711,43.33333333,Josephine,Trial ,4,4
566,goggle_MaP_Josephine_2021-11-29 09-55-59,955.8,57348,,,,Josephine,First look,First look transparent,4
567,goggle_MaP_Josephine_2021-11-29 09-55-59,955.8,57348,957.2833333,57437,1.483333333,Josephine,Looking target,Duration looking transparent,4
568,goggle_MaP_Josephine_2021-11-29 09-55-59,961.7833333,57707,962.1333333,57728,0.35,Josephine,Looking target,Duration looking transparent,4
569,goggle_MaP_Josephine_2021-11-29 09-55-59,962.55,57753,964.5833333,57875,2.033333333,Josephine,Looking target,Duration looking opaque,4
570,goggle_MaP_Josephine_2021-11-29 09-55-59,964.9333333,57896,965.1,57906,0.166666667,Josephine,Looking target,Duration looking transparent,4
571,goggle_MaP_Josephine_2021-11-29 09-55-59,965.4666667,57928,965.7166667,57943,0.25,Josephine,Looking target,Duration looking transparent,4
572,goggle_MaP_Josephine_2021-11-29 09-55-59,966.0166667,57961,966.1833333,57971,0.166666667,Josephine,Looking target,Duration looking transparent,4
573,goggle_MaP_Josephine_2021-11-29 09-55-59,966.6833333,58001,966.8166667,58009,0.133333333,Josephine,Looking target,Duration looking transparent,4
574,goggle_MaP_Josephine_2021-11-29 09-55-59,967.1333333,58028,967.6666667,58060,0.533333333,Josephine,Looking target,Duration looking opaque,4
575,goggle_MaP_Josephine_2021-11-29 09-55-59,968.5833333,58115,,,,Josephine,First target choice,First choice opaque,4
576,goggle_MaP_Luna28_2021-11-29 11-06-28,588.1333333,35288,591.9,35514,3.766666667,Luna28,Manipulation check ,Manipulation check transparent,
577,goggle_MaP_Luna28_2021-11-29 11-06-28,594.0166667,35641,645.1333333,38708,51.11666667,Luna28,Manipulation check ,Manipulation check transparent,
578,goggle_MaP_Luna28_2021-11-29 11-06-28,650.05,39003,650.7166667,39043,0.666666667,Luna28,Manipulation check ,Manipulation check opaque,
579,goggle_MaP_Luna28_2021-11-29 11-06-28,653.8166667,39229,654.3833333,39263,0.566666667,Luna28,Manipulation check ,Manipulation check opaque,
580,goggle_MaP_Luna28_2021-11-29 11-06-28,773.4666667,46408,818.2,49092,44.73333333,Luna28,Trial ,1,1
581,goggle_MaP_Luna28_2021-11-29 11-06-28,777.9,46674,,,,Luna28,First look,First look transparent,1
582,goggle_MaP_Luna28_2021-11-29 11-06-28,777.9,46674,779.0333333,46742,1.133333333,Luna28,Looking target,Duration looking transparent,1
583,goggle_MaP_Luna28_2021-11-29 11-06-28,783.2166667,46993,784.9666667,47098,1.75,Luna28,Looking target,Duration looking transparent,1
584,goggle_MaP_Luna28_2021-11-29 11-06-28,789.3333333,47360,,,,Luna28,Inspection behind screen,Inspection behind transparent,1
585,goggle_MaP_Luna28_2021-11-29 11-06-28,790.6666667,47440,,,,Luna28,First target choice,First choice transparent,1
586,goggle_MaP_Luna28_2021-11-29 11-06-28,874.05,52443,920.15,55209,46.1,Luna28,Trial ,2,2
587,goggle_MaP_Luna28_2021-11-29 11-06-28,879.9,52794,,,,Luna28,First look,First look transparent,2
588,goggle_MaP_Luna28_2021-11-29 11-06-28,879.9,52794,880.9,52854,1,Luna28,Looking target,Duration looking transparent,2
589,goggle_MaP_Luna28_2021-11-29 11-06-28,889.75,53385,,,,Luna28,First target choice,First choice transparent,2
590,goggle_MaP_Luna28_2021-11-29 11-06-28,897.2,53832,,,,Luna28,Inspection behind screen,Inspection behind opaque,2
591,goggle_MaP_Luna28_2021-11-29 11-06-28,975.3666667,58522,1019.583333,61175,44.21666667,Luna28,Trial ,3,3
592,goggle_MaP_Luna28_2021-11-29 11-06-28,979.3,58758,,,,Luna28,First look,First look transparent,3
593,goggle_MaP_Luna28_2021-11-29 11-06-28,979.3,58758,980.3,58818,1,Luna28,Looking target,Duration looking transparent,3
594,goggle_MaP_Luna28_2021-11-29 11-06-28,983.8166667,59029,986.5,59190,2.683333333,Luna28,Looking target,Duration looking transparent,3
595,goggle_MaP_Luna28_2021-11-29 11-06-28,987.6,59256,987.9333333,59276,0.333333333,Luna28,Looking target,Duration looking opaque,3
596,goggle_MaP_Luna28_2021-11-29 11-06-28,990.2833333,59417,,,,Luna28,First target choice,First choice transparent,3
597,goggle_MaP_Luna28_2021-11-29 11-06-28,1004.216667,60253,,,,Luna28,Inspection behind screen,Inspection behind transparent,3
598,goggle_MaP_Luna28_2021-11-29 11-06-28,1073.983333,64439,1119.366667,67162,45.38333333,Luna28,Trial ,4,4
599,goggle_MaP_Luna28_2021-11-29 11-06-28,1082.616667,64957,,,,Luna28,First look,First look opaque,4
600,goggle_MaP_Luna28_2021-11-29 11-06-28,1082.616667,64957,1083.433333,65006,0.816666667,Luna28,Looking target,Duration looking opaque,4
601,goggle_MaP_Luna28_2021-11-29 11-06-28,1089.6,65376,,,,Luna28,First target choice,First choice transparent,4
602,goggle_MaP_Leia_2021-11-29 12-48-20,477.95,28677,494.3333333,29660,16.38333333,Leia,Manipulation check ,Manipulation check transparent,
603,goggle_MaP_Leia_2021-11-29 12-48-20,496.8333333,29810,505.6666667,30340,8.833333333,Leia,Manipulation check ,Manipulation check transparent,
604,goggle_MaP_Leia_2021-11-29 12-48-20,510.7333333,30644,544.95,32697,34.21666667,Leia,Manipulation check ,Manipulation check transparent,
605,goggle_MaP_Leia_2021-11-29 12-48-20,550.6,33036,552.3,33138,1.7,Leia,Manipulation check ,Manipulation check transparent,
606,goggle_MaP_Leia_2021-11-29 12-48-20,554.15,33249,562.1,33726,7.95,Leia,Manipulation check ,Manipulation check transparent,
607,goggle_MaP_Leia_2021-11-29 12-48-20,616.25,36975,660.2,39612,43.95,Leia,Trial ,1,1
608,goggle_MaP_Leia_2021-11-29 12-48-20,618.3666667,37102,,,,Leia,First look,First look transparent,1
609,goggle_MaP_Leia_2021-11-29 12-48-20,618.3666667,37102,620.0833333,37205,1.716666667,Leia,Looking target,Duration looking transparent,1
610,goggle_MaP_Leia_2021-11-29 12-48-20,620.35,37221,622.9833333,37379,2.633333333,Leia,Looking target,Duration looking opaque,1
611,goggle_MaP_Leia_2021-11-29 12-48-20,623.45,37407,625.65,37539,2.2,Leia,Looking target,Duration looking transparent,1
612,goggle_MaP_Leia_2021-11-29 12-48-20,626.7,37602,629.1833333,37751,2.483333333,Leia,Looking target,Duration looking opaque,1
613,goggle_MaP_Leia_2021-11-29 12-48-20,631,37860,631.3666667,37882,0.366666667,Leia,Looking target,Duration looking opaque,1
614,goggle_MaP_Leia_2021-11-29 12-48-20,632.55,37953,,,,Leia,First target choice,First choice opaque,1
615,goggle_MaP_Leia_2021-11-29 12-48-20,651.95,39117,,,,Leia,Inspection behind screen,Inspection behind transparent,1
616,goggle_MaP_Leia_2021-11-29 12-48-20,714.5,42870,758.6166667,45517,44.11666667,Leia,Trial ,2,2
617,goggle_MaP_Leia_2021-11-29 12-48-20,717.0166667,43021,,,,Leia,First look,First look transparent,2
618,goggle_MaP_Leia_2021-11-29 12-48-20,717.0166667,43021,718.1,43086,1.083333333,Leia,Looking target,Duration looking transparent,2
619,goggle_MaP_Leia_2021-11-29 12-48-20,718.3166667,43099,721.65,43299,3.333333333,Leia,Looking target,Duration looking opaque,2
620,goggle_MaP_Leia_2021-11-29 12-48-20,721.8666667,43312,727.25,43635,5.383333333,Leia,Looking target,Duration looking transparent,2
621,goggle_MaP_Leia_2021-11-29 12-48-20,728.4,43704,728.7,43722,0.3,Leia,Looking target,Duration looking opaque,2
622,goggle_MaP_Leia_2021-11-29 12-48-20,729.9166667,43795,,,,Leia,First target choice,First choice opaque,2
623,goggle_MaP_Leia_2021-11-29 12-48-20,749.1666667,44950,,,,Leia,Inspection behind screen,Inspection behind transparent,2
624,goggle_MaP_Leia_2021-11-29 12-48-20,810.15,48609,853.0833333,51185,42.93333333,Leia,Trial ,3,3
625,goggle_MaP_Leia_2021-11-29 12-48-20,812.2666667,48736,,,,Leia,First look,First look transparent,3
626,goggle_MaP_Leia_2021-11-29 12-48-20,812.2666667,48736,818.75,49125,6.483333333,Leia,Looking target,Duration looking transparent,3
627,goggle_MaP_Leia_2021-11-29 12-48-20,819.2333333,49154,821.7833333,49307,2.55,Leia,Looking target,Duration looking opaque,3
628,goggle_MaP_Leia_2021-11-29 12-48-20,823.5833333,49415,824.1833333,49451,0.6,Leia,Looking target,Duration looking transparent,3
629,goggle_MaP_Leia_2021-11-29 12-48-20,825.5,49530,,,,Leia,First target choice,First choice transparent,3
630,goggle_MaP_Leia_2021-11-29 12-48-20,849.2666667,50956,,,,Leia,Inspection behind screen,Inspection behind opaque,3
631,goggle_MaP_Leia_2021-11-29 12-48-20,902.8,54168,946.2666667,56776,43.46666667,Leia,Trial ,4,4
632,goggle_MaP_Leia_2021-11-29 12-48-20,908.5666667,54514,,,,Leia,First look,First look opaque,4
633,goggle_MaP_Leia_2021-11-29 12-48-20,908.5666667,54514,911.5,54690,2.933333333,Leia,Looking target,Duration looking opaque,4
634,goggle_MaP_Leia_2021-11-29 12-48-20,912.0833333,54725,915.1833333,54911,3.1,Leia,Looking target,Duration looking transparent,4
635,goggle_MaP_Leia_2021-11-29 12-48-20,916.8333333,55010,917.1666667,55030,0.333333333,Leia,Looking target,Duration looking opaque,4
636,goggle_MaP_Leia_2021-11-29 12-48-20,920,55200,,,,Leia,First target choice,First choice opaque,4
637,goggle_MaP_Manni2_2021-11-25 14-11-38,549.1833333,32951,554.6666667,33280,5.483333333,Manni2,Manipulation check ,Manipulation check transparent,
638,goggle_MaP_Manni2_2021-11-25 14-11-38,557.95,33477,559.6333333,33578,1.683333333,Manni2,Manipulation check ,Manipulation check opaque,
639,goggle_MaP_Manni2_2021-11-25 14-11-38,743.25,44595,786.75,47205,43.5,Manni2,Trial ,1,1
640,goggle_MaP_Manni2_2021-11-25 14-11-38,744.2,44652,,,,Manni2,First look,First look opaque,1
641,goggle_MaP_Manni2_2021-11-25 14-11-38,744.2,44652,745.4666667,44728,1.266666667,Manni2,Looking target,Duration looking opaque,1
642,goggle_MaP_Manni2_2021-11-25 14-11-38,750.1166667,45007,752.4166667,45145,2.3,Manni2,Looking target,Duration looking opaque,1
643,goggle_MaP_Manni2_2021-11-25 14-11-38,752.6,45156,754.9,45294,2.3,Manni2,Looking target,Duration looking transparent,1
644,goggle_MaP_Manni2_2021-11-25 14-11-38,758.4,45504,758.75,45525,0.35,Manni2,Looking target,Duration looking transparent,1
645,goggle_MaP_Manni2_2021-11-25 14-11-38,759.5,45570,,,,Manni2,First target choice,First choice transparent,1
646,goggle_MaP_Manni2_2021-11-25 14-11-38,766.5166667,45991,,,,Manni2,Inspection behind screen,Inspection behind transparent,1
647,goggle_MaP_Manni2_2021-11-25 14-11-38,866.8833333,52013,910.5833333,54635,43.7,Manni2,Trial ,2,2
648,goggle_MaP_Manni2_2021-11-25 14-11-38,868.7,52122,,,,Manni2,First look,First look opaque,2
649,goggle_MaP_Manni2_2021-11-25 14-11-38,868.7,52122,870.8666667,52252,2.166666667,Manni2,Looking target,Duration looking opaque,2
650,goggle_MaP_Manni2_2021-11-25 14-11-38,873.9833333,52439,876.4666667,52588,2.483333333,Manni2,Looking target,Duration looking transparent,2
651,goggle_MaP_Manni2_2021-11-25 14-11-38,876.7166667,52603,878.6333333,52718,1.916666667,Manni2,Looking target,Duration looking opaque,2
652,goggle_MaP_Manni2_2021-11-25 14-11-38,880.3,52818,880.5666667,52834,0.266666667,Manni2,Looking target,Duration looking transparent,2
653,goggle_MaP_Manni2_2021-11-25 14-11-38,881.4166667,52885,,,,Manni2,First target choice,First choice transparent,2
654,goggle_MaP_Manni2_2021-11-25 14-11-38,893.6166667,53617,,,,Manni2,Inspection behind screen,Inspection behind transparent,2
655,goggle_MaP_Manni2_2021-11-25 14-11-38,1021.866667,61312,1066.233333,63974,44.36666667,Manni2,Trial ,3,3
656,goggle_MaP_Manni2_2021-11-25 14-11-38,1022.5,61350,,,,Manni2,First look,First look opaque,3
657,goggle_MaP_Manni2_2021-11-25 14-11-38,1022.5,61350,1030.4,61824,7.9,Manni2,Looking target,Duration looking opaque,3
658,goggle_MaP_Manni2_2021-11-25 14-11-38,1031.266667,61876,1032.983333,61979,1.716666667,Manni2,Looking target,Duration looking opaque,3
659,goggle_MaP_Manni2_2021-11-25 14-11-38,1033.533333,62012,1035.066667,62104,1.533333333,Manni2,Looking target,Duration looking transparent,3
660,goggle_MaP_Manni2_2021-11-25 14-11-38,1036.966667,62218,1037.316667,62239,0.35,Manni2,Looking target,Duration looking opaque,3
661,goggle_MaP_Manni2_2021-11-25 14-11-38,1038.216667,62293,,,,Manni2,First target choice,First choice opaque,3
662,goggle_MaP_Manni2_2021-11-25 14-11-38,1137.9,68274,1183.483333,71009,45.58333333,Manni2,Trial ,4,4
663,goggle_MaP_Manni2_2021-11-25 14-11-38,1141.95,68517,,,,Manni2,First look,First look opaque,4
664,goggle_MaP_Manni2_2021-11-25 14-11-38,1141.95,68517,1144.316667,68659,2.366666667,Manni2,Looking target,Duration looking opaque,4
665,goggle_MaP_Manni2_2021-11-25 14-11-38,1147.116667,68827,1148.716667,68923,1.6,Manni2,Looking target,Duration looking opaque,4
666,goggle_MaP_Manni2_2021-11-25 14-11-38,1149.416667,68965,1151.1,69066,1.683333333,Manni2,Looking target,Duration looking opaque,4
667,goggle_MaP_Manni2_2021-11-25 14-11-38,1152.633333,69158,1153.033333,69182,0.4,Manni2,Looking target,Duration looking opaque,4
668,goggle_MaP_Manni2_2021-11-25 14-11-38,1153.95,69237,,,,Manni2,First target choice,First choice opaque,4
669,goggle_MaP_Cully_2021-12-02 12-07-36,1216.5,72990,1259.833333,75590,43.33333333,Cully,Trial ,1,1
670,goggle_MaP_Cully_2021-12-02 12-07-36,1230.633333,73838,,,,Cully,First look,First look transparent,1
671,goggle_MaP_Cully_2021-12-02 12-07-36,1230.633333,73838,1230.9,73854,0.266666667,Cully,Looking target,Duration looking transparent,1
